,B28H1808_2,Precipitation,Evaporation
2002-08-11,,0.02145,0.0007875
2002-08-12,,0.0225625,0.0019458333
2002-08-13,,0.0080625,0.0024791667
2002-08-14,,0.0005625,0.003075
2002-08-15,,0.0,0.0027166667
2002-08-16,,0.0,0.0037541667
2002-08-17,,0.0,0.0042791667
2002-08-18,,0.0,0.0040125
2002-08-19,,0.0,0.0040958333
2002-08-20,,0.00075,0.0020875
2002-08-21,,0.00595,0.0031500000000000005
2002-08-22,,0.0082375,0.0008041667000000001
2002-08-23,,0.0029625,0.0014666667
2002-08-24,,0.0,0.0016916667000000001
2002-08-25,,0.0022500000000000003,0.0010291667
2002-08-26,,0.0016,0.0017666667
2002-08-27,,0.00015000000000000001,0.0032375
2002-08-28,,0.0,0.0030125
2002-08-29,,0.0,0.0029041667
2002-08-30,,0.0,0.0020375
2002-08-31,,0.0,0.0029583333
2002-09-01,,0.000375,0.0015624999999999999
2002-09-02,,0.000225,0.0023625
2002-09-03,,0.0,0.0031666667
2002-09-04,,0.000625,0.0030083333000000003
2002-09-05,,0.000375,0.0028083333
2002-09-06,,0.0,0.0025125
2002-09-07,,0.0,0.0019249999999999998
2002-09-08,,0.0,0.0022833333
2002-09-09,,0.0,0.0029708333
2002-09-10,,0.008624999999999999,0.002425
2002-09-11,,0.0112375,0.0004833333
2002-09-12,,0.0037,0.0007833333
2002-09-13,,3.75e-05,0.0029083333
2002-09-14,,0.0,0.0028083333
2002-09-15,,0.000125,0.0012666667
2002-09-16,,7.5e-05,0.0019666667
2002-09-17,,0.0,0.0014249999999999998
2002-09-18,,0.0,0.0013041667
2002-09-19,,0.0,0.0008208333000000001
2002-09-20,,0.0,0.0007041667
2002-09-21,,0.0,0.0010833333
2002-09-22,,0.0006875,0.0009083333
2002-09-23,,0.0011625,0.0015708333
2002-09-24,,0.0010125,0.0019833333
2002-09-25,,0.0034625,0.0021916667
2002-09-26,,0.001875,0.0010500000000000002
2002-09-27,,0.0,0.0009041667
2002-09-28,,0.0001875,0.0019541667
2002-09-29,,0.0001125,0.0010416667000000001
2002-09-30,,0.0,0.0018625
2002-10-01,,0.0,0.0019958333
2002-10-02,,0.0,0.0018083333
2002-10-03,,0.0018124999999999999,0.0011291667
2002-10-04,,0.0024625,0.0004291667
2002-10-05,,0.002325,0.0012625
2002-10-06,,0.0046500000000000005,0.0002458333
2002-10-07,,0.0024375,0.0010624999999999999
2002-10-08,,0.0006125,0.0007166667
2002-10-09,,0.00030000000000000003,0.0015624999999999999
2002-10-10,,0.0,0.0016958333
2002-10-11,,0.0,0.0016041667
2002-10-12,,0.0,0.0015041667000000002
2002-10-13,,0.00025,0.0007333333000000001
2002-10-14,,0.00265,0.00031666670000000003
2002-10-15,,0.0071874999999999994,0.0003958333
2002-10-16,,0.003725,0.0004958333
2002-10-17,,0.0018124999999999999,0.0007875
2002-10-18,,0.001725,0.0009916667
2002-10-19,,0.0009500000000000001,0.0005208333
2002-10-20,,0.0012374999999999999,0.001075
2002-10-21,,0.0038125,0.0009083333
2002-10-22,,0.0063875,0.0001333333
2002-10-23,,0.0057875,0.0006749999999999999
2002-10-24,,0.0045625,0.0005083333
2002-10-25,,0.0018625,0.0011708333000000001
2002-10-26,,0.007274999999999999,0.00033749999999999996
2002-10-27,,0.010025,0.0009708333
2002-10-28,,0.010324999999999999,0.0005208333
2002-10-29,,0.0043749999999999995,0.0008833333
2002-10-30,,0.0010875,0.0004208333
2002-10-31,,0.0005625,0.0008791667
2002-11-01,,0.0,0.0009000000000000001
2002-11-02,,0.0036249999999999998,0.00022916670000000002
2002-11-03,,0.008425,0.0004875
2002-11-04,,0.0049375,0.0002125
2002-11-05,,0.0007124999999999999,0.0002
2002-11-06,,0.0,0.0002
2002-11-07,,0.006062499999999999,0.0006791667000000001
2002-11-08,,0.005200000000000001,0.0002208333
2002-11-09,,0.01,0.0003916667
2002-11-10,,0.006124999999999999,0.0006875
2002-11-11,,0.002725,0.0005083333
2002-11-12,,0.0017625,0.0005
2002-11-13,,0.0007875,0.00040416670000000004
2002-11-14,,0.0009000000000000001,0.0003041667
2002-11-15,,0.00033749999999999996,0.0003958333
2002-11-16,,6.25e-05,0.0003041667
2002-11-17,,0.0076625,0.0002041667
2002-11-18,,0.004575,0.0002958333
2002-11-19,,6.25e-05,0.0002041667
2002-11-20,,0.0001,0.0003916667
2002-11-21,,3.75e-05,0.0004958333
2002-11-22,,0.000125,0.0002125
2002-11-23,,7.5e-05,0.0002
2002-11-24,,0.0005,0.0005833333
2002-11-25,,0.000425,0.0005041667
2002-11-26,,0.0037,0.0001166667
2002-11-27,,0.0023,0.0002916667
2002-11-28,,7.5e-05,0.0004916667
2002-11-29,,0.0005,0.00040416670000000004
2002-11-30,,0.00055,0.0003041667
2002-12-01,,0.00015000000000000001,0.0002041667
2002-12-02,,0.0034375,0.0003916667
2002-12-03,,0.0020625,0.00020833330000000002
2002-12-04,,0.0,0.0002958333
2002-12-05,,0.0,0.00030000000000000003
2002-12-06,,0.0003125,0.0001083333
2002-12-07,,0.0001875,0.0001
2002-12-08,,0.0011875,0.0001
2002-12-09,,0.0007124999999999999,0.0002916667
2002-12-10,,0.0,0.00030000000000000003
2002-12-11,,0.0,0.00030000000000000003
2002-12-12,,0.0,0.00030000000000000003
2002-12-13,,0.0,0.0002041667
2002-12-14,,0.0,0.0002
2002-12-15,,0.0,0.0001041667
2002-12-16,,0.002,0.0001
2002-12-17,,0.0050125,4.1667e-06
2002-12-18,,0.0024124999999999997,0.0
2002-12-19,,7.5e-05,0.0001916667
2002-12-20,,0.0,0.0001041667
2002-12-21,,6.25e-05,0.0002916667
2002-12-22,,0.0011625,0.0001083333
2002-12-23,,0.01055,4.1667e-06
2002-12-24,,0.0078000000000000005,9.583330000000001e-05
2002-12-25,,0.0026875,0.00019583330000000001
2002-12-26,,0.001,0.0002
2002-12-27,,0.0047875,0.0001041667
2002-12-28,,0.0066625,0.0001
2002-12-29,,0.0031625,0.00019583330000000001
2002-12-30,,0.013337499999999999,0.0001041667
2002-12-31,,0.0094375,0.0001
2003-01-01,,0.0010500000000000002,0.0002916667
2003-01-02,,0.0083125,0.0001083333
2003-01-03,,0.0174875,4.1667e-06
2003-01-04,,0.007500000000000001,9.583330000000001e-05
2003-01-05,,6.25e-05,0.00019583330000000001
2003-01-06,,0.0007875,0.0001041667
2003-01-07,,0.0007,0.0002916667
2003-01-08,,0.0007124999999999999,0.00030000000000000003
2003-01-09,,0.00033749999999999996,0.0002041667
2003-01-10,,0.0,0.0003916667
2003-01-11,,0.0,0.00020833330000000002
2003-01-12,,0.0,0.0003916667
2003-01-13,,0.0021874999999999998,0.00020833330000000002
2003-01-14,,0.0028125,8.3333e-06
2003-01-15,,0.0009624999999999999,9.583330000000001e-05
2003-01-16,,0.000975,0.00019583330000000001
2003-01-17,,0.0005625,0.0003916667
2003-01-18,,0.0,0.0003041667
2003-01-19,,0.0,0.0001083333
2003-01-20,,0.0008125,0.0002916667
2003-01-21,,0.0013000000000000002,0.00030000000000000003
2003-01-22,,0.0008,0.00030000000000000003
2003-01-23,,0.0030624999999999997,0.00030000000000000003
2003-01-24,,0.00235,0.0001083333
2003-01-25,,0.000375,0.0005791667
2003-01-26,,0.001,0.0005041667
2003-01-27,,0.0022875,0.0002125
2003-01-28,,0.003575,0.0001041667
2003-01-29,,0.0104125,0.0001
2003-01-30,,0.0069500000000000004,0.00019583330000000001
2003-01-31,,0.0019749999999999998,0.0003916667
2003-02-01,,0.0006000000000000001,0.0005916667
2003-02-02,,0.0008749999999999999,0.00040833330000000003
2003-02-03,,0.0079,0.00020833330000000002
2003-02-04,,0.007362499999999999,0.0004875
2003-02-05,,0.005075,0.00040416670000000004
2003-02-06,,0.00205,0.0005916667
2003-02-07,,0.0001,0.0006000000000000001
2003-02-08,,0.0005375,0.00012083330000000001
2003-02-09,,0.000425,0.0001
2003-02-10,,7.5e-05,0.0003875
2003-02-11,,0.0,0.0008791667
2003-02-12,,0.0,0.0008041667000000001
2003-02-13,,0.0,0.0001291667
2003-02-14,,0.0,0.0007708333000000001
2003-02-15,,0.0,0.0008958333000000001
2003-02-16,,0.0,0.0001333333
2003-02-17,,0.0,0.0008666667
2003-02-18,,0.0,0.0009000000000000001
2003-02-19,,0.0,0.0009000000000000001
2003-02-20,,0.0,0.0009000000000000001
2003-02-21,,0.0,0.0010916667
2003-02-22,,0.0,0.0011
2003-02-23,,0.0,0.0011958333
2003-02-24,,0.0,0.0012000000000000001
2003-02-25,,0.0,0.0012000000000000001
2003-02-26,,0.0,0.0013916667
2003-02-27,,0.0,0.0013041667
2003-02-28,,0.0,0.0012041667
2003-03-01,,0.0009375,0.0011041667
2003-03-02,,0.004875,0.0011958333
2003-03-03,,0.0025875,0.0005291667
2003-03-04,,0.0,0.00040416670000000004
2003-03-05,,0.000125,0.0012625
2003-03-06,,7.5e-05,0.0013000000000000002
2003-03-07,,0.00125,0.0002458333
2003-03-08,,0.0010624999999999999,0.0009666667
2003-03-09,,0.0027500000000000003,0.0005208333
2003-03-10,,0.0015375,0.0006916667
2003-03-11,,0.000125,0.0011791667
2003-03-12,,0.0061375,0.00024166670000000002
2003-03-13,,0.003825,0.0004875
2003-03-14,,0.0001125,0.0015541667
2003-03-15,,0.0,0.0018874999999999999
2003-03-16,,0.0,0.0018041667
2003-03-17,,0.0,0.0018000000000000002
2003-03-18,,0.0,0.0007458333
2003-03-19,,0.0,0.00185
2003-03-20,,0.0,0.0006541667
2003-03-21,,0.0,0.001175
2003-03-22,,0.0,0.0017749999999999999
2003-03-23,,0.0,0.0021833333
2003-03-24,,0.0,0.0023916667
2003-03-25,,0.0,0.0023041667
2003-03-26,,0.0,0.0018208333
2003-03-27,,0.0,0.0022791667000000002
2003-03-28,,0.0,0.0019166667
2003-03-29,,0.0005,0.0023791667
2003-03-30,,0.0003625,0.0009624999999999999
2003-03-31,,3.75e-05,0.0018583333
2003-04-01,,0.0,0.0020916667
2003-04-02,,0.006875,0.0015249999999999999
2003-04-03,,0.0055000000000000005,0.0013083333
2003-04-04,,0.000825,0.0011083333
2003-04-05,,0.0,0.0012916667000000001
2003-04-06,,0.0,0.0014916667
2003-04-07,,0.0,0.0021708333
2003-04-08,,0.0,0.0022
2003-04-09,,0.0,0.0017208333
2003-04-10,,0.00025,0.0016041667
2003-04-11,,0.0028374999999999997,0.0012166667
2003-04-12,,0.0016125,0.0012958333
2003-04-13,,0.0,0.0025458333
2003-04-14,,0.0,0.0029833333
2003-04-15,,0.0,0.0034791667
2003-04-16,,0.0,0.0037874999999999996
2003-04-17,,0.0,0.0037041667000000003
2003-04-18,,0.0,0.0036041667
2003-04-19,,0.0,0.0033125
2003-04-20,,0.000125,0.0013833333000000001
2003-04-21,,7.5e-05,0.0029291667
2003-04-22,,0.0,0.003575
2003-04-23,,6.25e-05,0.0014916667
2003-04-24,,3.75e-05,0.0028374999999999997
2003-04-25,,0.0001875,0.003475
2003-04-26,,0.0012374999999999999,0.0021583333000000002
2003-04-27,,0.016550000000000002,0.0007583333
2003-04-28,,0.0119,0.0020416667
2003-04-29,,0.0024874999999999997,0.0021000000000000003
2003-04-30,,0.0006374999999999999,0.0024833333
2003-05-01,,0.005750000000000001,0.0008708333
2003-05-02,,0.004325,0.0023333333
2003-05-03,,0.007274999999999999,0.0025916667
2003-05-04,,0.004050000000000001,0.0019291667
2003-05-05,,0.0,0.0042958333
2003-05-06,,0.0015624999999999999,0.0028666667
2003-05-07,,0.0009375,0.0012666667
2003-05-08,,0.0,0.0035
2003-05-09,,0.0003125,0.0036000000000000003
2003-05-10,,0.0001875,0.0016833333
2003-05-11,,0.0,0.0030375
2003-05-12,,0.0005,0.003675
2003-05-13,,0.0034249999999999997,0.0022624999999999998
2003-05-14,,0.0020625,0.0025833333000000003
2003-05-15,,0.0036125,0.0022166667
2003-05-16,,0.010225,0.0023916667
2003-05-17,,0.004875,0.0030708333
2003-05-18,,0.002,0.0019500000000000001
2003-05-19,,0.00495,0.0020916667
2003-05-20,,0.0113125,0.0012374999999999999
2003-05-21,,0.0089375,0.0021583333000000002
2003-05-22,,0.0044125,0.0020083333000000003
2003-05-23,,0.0027624999999999998,0.0009458333000000001
2003-05-24,,0.008074999999999999,0.0010916667
2003-05-25,,0.0082875,0.0011958333
2003-05-26,,0.0023625,0.0030208333
2003-05-27,,0.0,0.0032916667
2003-05-28,,0.0,0.0040666667
2003-05-29,,0.0,0.0032375
2003-05-30,,0.0,0.004350000000000001
2003-05-31,,0.0,0.0046875
2003-06-01,,0.0,0.0044125
2003-06-02,,0.0,0.004974999999999999
2003-06-03,,0.008,0.0040416667
2003-06-04,,0.005425,0.0037124999999999997
2003-06-05,,0.005,0.0038916667
2003-06-06,,0.0030875,0.0022708333
2003-06-07,,0.0001875,0.0046916667
2003-06-08,,0.0,0.0043208333
2003-06-09,,0.008125,0.0027666667
2003-06-10,,0.004875,0.0037541667
2003-06-11,,0.0005625,0.0028416667000000003
2003-06-12,,0.00033749999999999996,0.0044291667
2003-06-13,,0.0025,0.0038291667
2003-06-14,,0.0015,0.0037041667000000003
2003-06-15,,0.0,0.0027416667
2003-06-16,,0.0,0.0048083333
2003-06-17,,0.0,0.0042291667
2003-06-18,,0.0074375,0.0042958333
2003-06-19,,0.0044624999999999995,0.003725
2003-06-20,,0.001,0.0022624999999999998
2003-06-21,,0.0006000000000000001,0.00335
2003-06-22,,0.0,0.0033041667
2003-06-23,,0.0,0.0033958333
2003-06-24,,0.0,0.0036875
2003-06-25,,0.0,0.0034124999999999997
2003-06-26,,0.0,0.0034958333
2003-06-27,,0.0,0.0049375
2003-06-28,,0.0,0.005
2003-06-29,,0.001125,0.0016458333
2003-06-30,,0.0006749999999999999,0.0038958333
2003-07-01,,0.0026249999999999997,0.0021791667
2003-07-02,,0.005575,0.0028666667
2003-07-03,,0.0074,0.0018458333000000002
2003-07-04,,0.005750000000000001,0.0013208333
2003-07-05,,0.0019,0.0012041667
2003-07-06,,0.0002125,0.0016791667
2003-07-07,,3.75e-05,0.0012208333
2003-07-08,,0.0,0.0028291667
2003-07-09,,0.0,0.0035708333
2003-07-10,,0.0,0.0035041667
2003-07-11,,0.0,0.0048416667
2003-07-12,,0.0,0.0035583333
2003-07-13,,0.0,0.0033083333
2003-07-14,,0.0,0.0047374999999999995
2003-07-15,,0.0,0.0052791667
2003-07-16,,0.0,0.0054916667
2003-07-17,,0.0055625,0.0051166667
2003-07-18,,0.0040875,0.0024166667000000003
2003-07-19,,0.00045000000000000004,0.0032583333
2003-07-20,,0.0,0.0047374999999999995
2003-07-21,,0.006187499999999999,0.004608333300000001
2003-07-22,,0.0050875,0.004025
2003-07-23,,0.000825,0.0039041667
2003-07-24,,0.0018124999999999999,0.004187499999999999
2003-07-25,,0.0019625,0.0028583333
2003-07-26,,0.0011500000000000002,0.00395
2003-07-27,,0.00625,0.0032333333000000002
2003-07-28,,0.003525,0.0027208333000000003
2003-07-29,,0.0015624999999999999,0.0030833333000000003
2003-07-30,,0.0009375,0.0040583333000000004
2003-07-31,,0.0001875,0.0016083333
2003-08-01,,0.0001125,0.0038958333
2003-08-02,,0.0,0.0043833333
2003-08-03,,0.0,0.0042083333
2003-08-04,,0.0,0.0046791667
2003-08-05,,0.0,0.0047
2003-08-06,,0.0,0.0042208333
2003-08-07,,0.0,0.0042958333
2003-08-08,,0.0,0.0044916667
2003-08-09,,0.0,0.0045000000000000005
2003-08-10,,0.0,0.0042125
2003-08-11,,0.0,0.004200000000000001
2003-08-12,,0.0,0.0042958333
2003-08-13,,0.0,0.0043
2003-08-14,,0.0,0.003725
2003-08-15,,0.0,0.0036041667
2003-08-16,,0.0,0.0037916667
2003-08-17,,0.0,0.0033208333
2003-08-18,,0.0008749999999999999,0.0022458333
2003-08-19,,0.000525,0.0013375
2003-08-20,,0.0,0.0021625
2003-08-21,,0.0,0.0024874999999999997
2003-08-22,,0.0,0.0028833333
2003-08-23,,0.0020625,0.0012708333
2003-08-24,,0.0022375,0.0024458333000000002
2003-08-25,,0.0006000000000000001,0.0015416667000000002
2003-08-26,,0.0,0.0031291667000000003
2003-08-27,,0.0,0.0028166667
2003-08-28,,0.0,0.0016500000000000002
2003-08-29,,0.007625,0.0019833333
2003-08-30,,0.008137499999999999,0.0005625
2003-08-31,,0.003575,0.0028
2003-09-01,,0.0024874999999999997,0.0021333333
2003-09-02,,0.0021625,0.0021958333
2003-09-03,,0.0007124999999999999,0.0029666667
2003-09-04,,0.0,0.0022333333
2003-09-05,,0.0,0.0028708333000000003
2003-09-06,,0.0005625,0.0032833333
2003-09-07,,0.0020875,0.0010958333
2003-09-08,,0.0041125,0.0013833333000000001
2003-09-09,,0.007212499999999999,0.0005375
2003-09-10,,0.0034124999999999997,0.0017458333000000001
2003-09-11,,0.008737499999999999,0.0007458333
2003-09-12,,0.0062375,0.0014666667
2003-09-13,,0.001075,0.0014041667000000001
2003-09-14,,0.0002625,0.0024541667
2003-09-15,,0.0,0.0027875
2003-09-16,,0.0,0.0025125
2003-09-17,,0.0,0.0024041667
2003-09-18,,0.0,0.0026875
2003-09-19,,0.0,0.0027958333000000003
2003-09-20,,0.0,0.0026083333
2003-09-21,,0.0,0.0026000000000000003
2003-09-22,,0.0,0.0025041667
2003-09-23,,0.0026249999999999997,0.0025958333
2003-09-24,,0.00445,0.0012583333
2003-09-25,,0.001725,0.0017749999999999999
2003-09-26,,0.0,0.0021833333
2003-09-27,,0.0,0.0019125
2003-09-28,,0.0,0.0019958333
2003-09-29,,0.0025,0.0005625
2003-09-30,,0.0015,0.0009791667
2003-10-01,,0.0,0.0016708333000000001
2003-10-02,,0.0,0.0016041667
2003-10-03,,0.0003125,0.0016958333
2003-10-04,,0.0015624999999999999,0.0006458333000000001
2003-10-05,,0.0014500000000000001,0.001175
2003-10-06,,0.0009375,0.0016791667
2003-10-07,,0.0076500000000000005,0.0003583333
2003-10-08,,0.010074999999999999,0.0008749999999999999
2003-10-09,,0.008725,0.0005166667000000001
2003-10-10,,0.0043124999999999995,0.0005958333
2003-10-11,,0.0009249999999999999,0.0008874999999999999
2003-10-12,,0.00015000000000000001,0.0006125
2003-10-13,,0.0,0.0013666667000000001
2003-10-14,,0.0,0.0012083333000000001
2003-10-15,,0.0,0.0014874999999999999
2003-10-16,,0.0,0.0015
2003-10-17,,0.0,0.0014041667000000001
2003-10-18,,0.0,0.0014
2003-10-19,,0.0,0.0013041667
2003-10-20,,0.0005,0.0012041667
2003-10-21,,0.0014249999999999998,0.0005291667
2003-10-22,,0.0008,0.0006916667
2003-10-23,,7.5e-05,0.0007
2003-10-24,,0.0006875,0.0009874999999999999
2003-10-25,,0.000475,0.0003291667
2003-10-26,,0.0006625,0.0003958333
2003-10-27,,0.0008749999999999999,0.0004
2003-10-28,,0.00030000000000000003,0.000975
2003-10-29,,0.0,0.0008083333
2003-10-30,,0.0,0.0008958333000000001
2003-10-31,,0.0006875,0.0004208333
2003-11-01,,0.0024749999999999998,0.0003041667
2003-11-02,,0.0016749999999999998,0.0002041667
2003-11-03,,0.005200000000000001,0.0005833333
2003-11-04,,0.0107125,0.0005041667
2003-11-05,,0.0046500000000000005,0.0008833333
2003-11-06,,0.0,0.0009000000000000001
2003-11-07,,0.0,0.0009000000000000001
2003-11-08,,0.0,0.0008041667000000001
2003-11-09,,0.0,0.0008
2003-11-10,,0.0,0.0008
2003-11-11,,0.0,0.0006083333000000001
2003-11-12,,0.0,0.00012083330000000001
2003-11-13,,0.00043749999999999995,0.0003875
2003-11-14,,0.0002625,0.0006875
2003-11-15,,0.00125,0.00031666670000000003
2003-11-16,,0.0009375,0.0002041667
2003-11-17,,0.0034249999999999997,0.0002
2003-11-18,,0.00255,0.0002958333
2003-11-19,,0.0007124999999999999,0.0001083333
2003-11-20,,0.000225,0.0001
2003-11-21,,6.25e-05,0.0001
2003-11-22,,3.75e-05,0.0003875
2003-11-23,,0.0013124999999999999,0.0003041667
2003-11-24,,0.0024124999999999997,0.0003958333
2003-11-25,,0.0019749999999999998,0.0001125
2003-11-26,,0.000725,0.0002916667
2003-11-27,,0.0009500000000000001,0.0004916667
2003-11-28,,0.000525,0.0002125
2003-11-29,,0.000125,0.0004875
2003-11-30,,0.0002,0.0005
2003-12-01,,0.001075,0.0001166667
2003-12-02,,0.0006000000000000001,0.0003875
2003-12-03,,0.0,0.00020833330000000002
2003-12-04,,6.25e-05,0.0001041667
2003-12-05,,0.0001,4.1667e-06
2003-12-06,,0.0005375,9.583330000000001e-05
2003-12-07,,0.00030000000000000003,0.0003875
2003-12-08,,0.0,0.0004
2003-12-09,,0.0,0.0004
2003-12-10,,0.0,0.0004
2003-12-11,,0.0,0.0004
2003-12-12,,0.0029375,0.0001125
2003-12-13,,0.0068249999999999995,0.0002916667
2003-12-14,,0.016975,0.0001083333
2003-12-15,,0.009550000000000001,0.0002916667
2003-12-16,,0.0019625,0.0002041667
2003-12-17,,0.00075,0.0002958333
2003-12-18,,0.0,0.00030000000000000003
2003-12-19,,0.0,0.0003958333
2003-12-20,,6.25e-05,0.0001125
2003-12-21,,0.00285,0.0001
2003-12-22,,0.004187499999999999,0.0001
2003-12-23,,0.0015624999999999999,0.0002916667
2003-12-24,,0.0017875,0.0001083333
2003-12-25,,0.0012374999999999999,0.0001
2003-12-26,,0.0001125,4.1667e-06
2003-12-27,,0.0014375,0.0001916667
2003-12-28,,0.010612499999999999,0.0002958333
2003-12-29,,0.0081625,0.0001083333
2003-12-30,,0.0017000000000000001,0.00019583330000000001
2003-12-31,,0.0001875,0.0002
2004-01-01,,0.0,0.0001041667
2004-01-02,,6.25e-05,0.0001
2004-01-03,,3.75e-05,0.0002916667
2004-01-04,,0.00175,0.00030000000000000003
2004-01-05,,0.001175,0.0001083333
2004-01-06,,0.002075,0.0001
2004-01-07,,0.0063875,0.0001
2004-01-08,,0.0034874999999999997,0.00019583330000000001
2004-01-09,,0.00185,0.0002958333
2004-01-10,,0.0021625,0.0001083333
2004-01-11,,0.0023374999999999997,0.00019583330000000001
2004-01-12,,0.005350000000000001,0.0001041667
2004-01-13,,0.0071874999999999994,0.00019583330000000001
2004-01-14,,0.0059875,0.0002
2004-01-15,,0.0127625,0.0002
2004-01-16,,0.010924999999999999,0.0002
2004-01-17,,0.0084125,0.0001041667
2004-01-18,,0.0067,0.0001
2004-01-19,,0.0034500000000000004,0.0003875
2004-01-20,,0.009524999999999999,0.0001125
2004-01-21,,0.005175,0.0004833333
2004-01-22,,0.0,0.0005
2004-01-23,,0.0,0.0001166667
2004-01-24,,6.25e-05,0.0003875
2004-01-25,,0.003475,0.0001125
2004-01-26,,0.0025624999999999997,0.0003875
2004-01-27,,0.00030000000000000003,0.0003041667
2004-01-28,,0.0001875,0.00030000000000000003
2004-01-29,,0.0016125,0.0002041667
2004-01-30,,0.0017749999999999999,0.0003916667
2004-01-31,,0.0006500000000000001,0.00020833330000000002
2004-02-01,,0.010450000000000001,0.0001041667
2004-02-02,,0.0080375,0.0002916667
2004-02-03,,0.0037124999999999997,0.0001083333
2004-02-04,,0.0020125,0.0003875
2004-02-05,,0.0017000000000000001,0.0003041667
2004-02-06,,0.00305,0.00030000000000000003
2004-02-07,,0.006187499999999999,0.0002041667
2004-02-08,,0.01255,0.0001041667
2004-02-09,,0.009025,0.0003875
2004-02-10,,0.002075,0.0004958333
2004-02-11,,0.0065125,0.0003083333
2004-02-12,,0.0038624999999999996,0.0002041667
2004-02-13,,0.0005625,0.0002958333
2004-02-14,,0.0007124999999999999,0.0002041667
2004-02-15,,0.0002875,0.0002958333
2004-02-16,,0.0001,0.00030000000000000003
2004-02-17,,3.75e-05,0.0002041667
2004-02-18,,0.0,0.0002958333
2004-02-19,,0.0,0.0010666667
2004-02-20,,0.0,0.0009083333
2004-02-21,,0.0,0.0010916667
2004-02-22,,0.0,0.000525
2004-02-23,,0.000125,0.0005958333
2004-02-24,,0.00013749999999999998,0.0008874999999999999
2004-02-25,,0.0026000000000000003,0.0007083333
2004-02-26,,0.0017875,0.0007958333
2004-02-27,,0.0009000000000000001,0.0003208333
2004-02-28,,0.00045000000000000004,0.0010666667
2004-02-29,,0.0,0.0006208333
2004-03-01,,0.0,0.0009833333
2004-03-02,,0.0,0.0010958333
2004-03-03,,0.0,0.000525
2004-03-04,,0.0,0.0007875
2004-03-05,,0.0,0.0009916667
2004-03-06,,0.000125,0.0013833333000000001
2004-03-07,,0.0002,0.00044166670000000003
2004-03-08,,7.5e-05,0.0005916667
2004-03-09,,0.0,0.0012708333
2004-03-10,,0.00043749999999999995,0.0006291667
2004-03-11,,0.0011375,0.0003125
2004-03-12,,0.000525,0.0008749999999999999
2004-03-13,,0.0026249999999999997,0.0009000000000000001
2004-03-14,,0.001575,0.0009000000000000001
2004-03-15,,0.0,0.0016666667
2004-03-16,,0.0,0.0007416667
2004-03-17,,0.0,0.0005083333
2004-03-18,,0.0,0.0020333333
2004-03-19,,0.0013124999999999999,0.0007583333
2004-03-20,,0.006912499999999999,0.0008916667000000001
2004-03-21,,0.007925,0.000325
2004-03-22,,0.0098,0.0013541667
